"","14-3-3_epsilon","4E-BP1","4E-BP1_pS65","4E-BP1_pT37","4E-BP1_pT70","53BP1","A-Raf_pS299","ACC1","ACC_pS79","AMPK_alpha","AMPK_pT172","ANLN","AR","ARID1A","ASNS","ATM","Akt","Akt_pS473","Akt_pT308","Annexin_I","B-Raf","Bak","Bax","Bcl-2","Bcl-xL","Beclin","Bid","Bim","C-Raf","C-Raf_pS338","CD31","CD49b","CDK1","Caspase-7_cleavedD198","Caveolin-1","Chk1","Chk1_pS345","Chk2","Chk2_pT68","Claudin-7","Collagen_VI","Cyclin_B1","Cyclin_D1","Cyclin_E1","DJ-1","Dvl3","E-Cadherin","EGFR","EGFR_pY1068","EGFR_pY1173","ER-alpha","ER-alpha_pS118","ERK2","FOXO3a","Fibronectin","GAB2","GATA3","GSK3-alpha-beta","GSK3-alpha-beta_pS21_S9","HER2","HER2_pY1248","HER3","HER3_pY1289","HSP70","IGFBP2","INPP4B","IRS1","JNK2","JNK_pT183_pT185","K-Ras","Ku80","LBK1","Lck","MAPK_pT202_Y204","MEK1","MEK1_pS217_S221","MIG-6","Mre11","N-Cadherin","NF-kB-p65_pS536","NF2","Notch1","P-Cadherin","PAI-1","PCNA","PDCD4","PDK1_pS241","PI3K-p110-alpha","PKC-alpha","PKC-alpha_pS657","PKC-delta_pS664","PR","PRAS40_pT246","PRDX1","PTEN","Paxillin","Pea-15","RBM3","Rad50","Rb_pS807_S811","S6","S6_pS235_S236","S6_pS240_S244","SCD1","STAT3_pY705","STAT5-alpha","Shc_pY317","Smad1","Smad3","Smad4","Src","Src_pY416","Src_pY527","Stathmin","Syk","Transglutaminase","Tuberin","VEGFR2","XBP1","XRCC1","YAP_pS127","YB-1","YB-1_pS102","alpha-Catenin","beta-Catenin","c-Kit","c-Met_pY1235","c-Myc","eEF2","eEF2K","eIF4E","mTOR","mTOR_pS2448","p27","p27_pT157","p27_pT198","p38_MAPK","p38_pT180_Y182","p53","p70S6K","p70S6K_pT389","p90RSK_pT359_S363"
"A07O",0.312989642450005,1.11059780871676,0.252216899518497,0.955308869422124,0.198035865839267,-0.27703200090272,0.763592644333485,0.211221424298743,-0.141866062679376,-0.479150799600378,-0.57688276766072,0.0350213474419012,-1.25786817628201,0.154729199162887,0.622618003063208,-0.384189342005966,-1.05534715977292,-0.225158864791693,-0.203152302578023,0.0188089257407515,-0.167892817310358,-0.0307468768288577,-0.0393137723270918,-0.462424147279163,-0.00826029685333307,-0.210967269047803,-0.0743556705786064,0.866534103757253,-0.127299774435162,0.607568814097041,-0.0218100647309232,0.185705887005012,0.820609751287587,0.88910776342395,-1.58357265178198,0.825494806155968,0.0595113691163948,0.419968236151274,0.308507062824984,1.99566938785799,-0.803472960445703,1.92398135369027,-0.497693158836481,1.82091503777324,0.261584923532264,-0.263772474812762,-0.670812358445223,0.0931424799989268,0.428105857688942,-0.133845231694398,-3.02473014480788,-0.417633458094531,-0.850926382438614,-0.0638601818801939,0.788467201129541,-0.747224800528397,-1.66063978421801,-0.582659998072123,-0.136411206069953,-0.638379569135994,-0.159221574899498,-0.432757161323907,0.084934076745526,-0.618365555528507,0.379300873357184,-1.0566221105741,-0.208591811801767,-0.76431871995096,-0.24138610453038,-0.00805724880280678,-0.223999110199845,-0.275682202530059,0.548578030479894,0.624349698636388,0.557445830438175,-0.0945916957130644,-0.0343465807772643,-0.130483934713096,-0.196345900890118,0.692744846874827,0.0616823958512289,0.208625558059262,0.170992044902523,0.382880771251303,0.307403348444208,0.663485915021218,-0.55809483784937,-0.0501414884749782,-0.375657263479783,-0.877128445869813,-0.1039933513643,-0.908683568712098,0.176216748597645,1.22423358641782,0.104406276680623,-0.816802087210215,0.427135624406188,0.245779957551937,-0.453189954236073,0.595864074718157,0.152938985346758,0.701341665133242,0.239275936790467,0.338380062434097,0.398331994183885,-1.55025545843967,0.574071336801262,0.233379214243082,-0.218394944794158,0.180485458808896,0.0133228513218179,1.49314709332324,0.885525196194962,0.0632690289890483,0.895692458782089,0.0443956399326266,-0.354537087763591,0.212810836477642,-0.268903100083125,-0.0901304476996952,0.544612612147607,-0.305011799686697,0.457342370535466,-0.156755957130714,-0.307268675894953,0.00805724880280678,0.0554043384329492,-0.109238877389804,-0.0631142197362582,-0.472315092737562,0.751694275516997,-0.123311600404043,0.428442459162887,-0.166950840212903,0.0863321872104156,0.0365117196985618,0.0644610609457147,0.472276596216282,-0.0668287041558586,-0.16377826994657,0.0651985737432064,-0.211305734597708
"A07P",-0.154487491474657,-1.19401761970585,-0.469557965893443,-0.213132288223668,-0.607294443998912,-0.106485855799208,0.000697179632517475,-0.389038967498637,-0.300481491358954,0.0850371237804979,0.0415321271139701,-0.431224452063755,0.509256005340003,-0.331911581799663,-0.573776243976084,-0.821977154999377,-0.578520372797121,0.0883458523520377,-0.255082860874782,0.568099484478813,0.119751511837059,0.20433635649989,0.389314693665717,2.96328278812915,0.0814276641402127,-0.4583714215,0.0225606818022523,0.949600210415896,0.0984831864051525,-0.0238878930834523,-0.677174180662697,-0.269905032414777,-0.373389285926612,0.370200135941997,0.412486096691057,-0.0697040067460455,-0.477460147095636,0.393542358819543,-1.20364990134633,0.359194066314592,0.175018864971879,0.11751820079909,0.590760068234785,0.141403558968578,0.566555031892991,-0.6386916545808,0.427577832625025,-0.22278187232041,0.944822625951532,-0.313230468897777,3.26815715506443,-0.21606593616682,-0.130994209827223,-0.852169342448439,0.942467832056602,-0.706737058049088,-0.106976679474188,0.0671958596247977,0.812603516176419,0.544223112938439,0.349663460113383,-0.195221095845137,0.160829011161207,-0.609279879410933,0.799133384869696,-0.215264755106668,-0.208449534055521,0.0947693961319704,0.221103515560948,0.0235598676523581,-0.194607476722044,-0.317916001094149,0.304758613641638,1.48460437924197,0.60725637989761,0.0381757922583514,0.0304977254893064,-0.532904825801227,-0.169474324291947,-0.214950842041904,0.188989035219846,-0.0397488238285573,-0.159651662805232,-0.0612287390968673,0.242178912790187,0.145208368254181,0.459132501337151,0.0469758195183627,0.056519235182543,0.295296802060738,-0.400841206038682,0.390472108048833,-0.328028274916257,0.298462057673653,-0.408013192271237,-0.581245901724888,0.152426719849007,-0.213702807740183,0.319340048918381,-0.0454806286549574,-0.805583942412087,0.345722253540723,-0.000697179632517475,-5.50531876061704,0.0947827481606978,-0.670445391446582,-0.214493965185208,0.144569777475443,0.402366617070703,-0.226472483156292,0.353485544649498,-0.0270650791897573,0.860706586608992,-0.420516403693943,-0.55682767174447,-0.317609817461032,-0.296716163087815,2.07373175181986,-0.0198845126548224,0.0885176859103827,-0.420230983865471,-0.130113097750075,0.318792675662488,0.0524399619966616,-0.267353133798381,0.898784215714028,-0.701319405914919,-0.551054082009023,-0.145188998536188,-1.04484678656817,0.293157999340219,-0.362554346400682,0.109518472200338,0.724171288110775,-0.170307763596302,-0.538988509369908,0.0986526934981273,0.231205943371651,-0.604151561666228,1.17471897515656,0.127093114667627,0.177360244109014
"A07R",0.0102293472619951,-3.99742685357474e-05,0.19233448418303,0.881651589639533,0.10182945300238,-0.0859833301804838,0.54923853341697,-0.738144071749174,-0.371877062733812,-0.44037590135822,-1.34471190559528,-0.0708233489837752,-1.29573877129407,-0.28000144594303,1.35691335390934,-0.0182411362434746,-0.232527459088409,-0.0143527644943898,0.3131811955947,-0.378571233754485,-0.386126365703675,0.0873016004751468,0.104837806694055,-1.51331590792024,-0.162959074504834,-0.255689662021762,0.323295518357978,-0.788295174544551,0.0342605984381323,0.0449045450567094,-0.328839811672276,-0.0357690983662847,0.380114011413601,-0.134847363735941,-0.975553821619081,0.172026753239823,0.0687934234876583,0.344956152199823,0.2037360292741,0.0910653325492828,-0.80097774159531,1.03735377080402,-0.564323799132774,1.55909625005745,-0.440040182805219,0.107967092361819,-0.25277607644425,0.297979454019007,0.429982947201725,-0.0205219508402247,-3.6124650023772,-0.549858139859757,-0.22265226848217,-0.103662750156504,-0.508929258467395,-0.136724848222572,-1.37694091453036,-0.0588353967771799,1.08266570964683,-0.0696679558522166,0.140622277342762,0.651536401732339,-0.1032304227828,0.581438263608644,0.639284311744454,-0.57568453754424,-0.205457265568522,0.106340822552511,0.339384064671752,-0.0711487912960408,0.498677652899498,-0.272637522008041,0.271093690444977,0.662332318608332,-0.0749062062461313,0.110087032811029,0.156115757469302,-0.0596277892005688,0.0474762971572852,0.297117541269546,-0.339491237927242,0.0808464899797258,-0.25645584464991,2.3298500256123,0.431631523830208,-0.717157066958005,-0.591476350147687,0.0207798339539552,-0.0882903143282893,-0.45668050966079,0.0830917871886133,-1.02500740422154,0.34038768832442,-0.0619196315563545,-0.480630507103273,0.251082002055624,-0.463366005202691,0.21974182225409,-0.0608165535588817,-0.346296882047565,-0.0362890457513467,0.404932625721475,0.631034704253103,-1.61560302279027,0.13670497509934,0.61515028205906,0.327828664094855,-0.587376440159928,-0.341500654002025,-0.223768718957976,0.155768817086543,0.607350602933375,0.744230319987975,0.109694777002062,0.863065660965782,-0.0667915340416697,0.125192433408527,0.149439161204255,-0.114607430491877,0.31478704985561,0.0744815068665504,-0.357852220214786,0.190078491285526,-0.184415854271112,0.28812070124135,0.631780716656019,3.99742685358029e-05,0.458183224093798,0.0402498069995952,-0.125213516529616,-0.368203691859273,0.45392377824837,0.0913542050569703,-0.462853801494166,-0.0865065069430099,-0.0858002228899947,-0.28995273572162,-0.0203826673004657,1.19592732862225,0.260792827547326,0.14339376297623,0.128084860583267
"A07S",-0.043388459932663,-0.711030189945593,0.100536634342102,0.330075615156263,-0.250563609942048,0.705812424701046,0.208995231509992,-0.436633978467589,-0.0596998969023939,0.039477022404605,0.180436422505798,-0.0473837610562344,0.314912218727618,-0.092433512028988,-0.0934410106797515,0.166626695385271,0.71584596050127,-0.0827919038437983,-0.164751299665948,-0.111767952962523,0.109658063386597,-0.119632003329121,0.298786088468302,1.11308759582601,-0.233221061771763,-0.437768910024344,-0.308505955215753,-0.161231416760379,0.149820772087597,-0.192374631108488,-0.753621251667793,-0.162898904279903,-0.458246815175638,0.176709643500651,-0.840236039429355,-0.25632830515384,-0.23096139430377,0.248226479962415,-0.615766991498558,0.140801777399646,-0.591130041271781,-0.638773645606846,-0.478424791724406,-0.262342779566028,0.062972536951537,0.329167843822358,-7.27715292099251e-05,-0.214879486246867,-0.0611754084497234,-0.310402647422933,2.75077824163165,0.0230672902105205,0.434183794233822,-0.601968431565855,0.591162149491106,-0.0725422660263115,0.890171626836445,-0.00601620840843786,0.513581433031762,0.0721637473420031,-0.041854750264273,0.161220330019827,0.157895215054552,-1.08469986847922,2.14545822826601,0.648834590743007,-0.12152876758168,0.342465375843653,0.0604723225596011,-0.270272591837243,0.20652956613454,-0.058871060151972,-0.043754991272698,1.04515396169394,0.248268230602461,0.240760390432461,7.27715292099251e-05,-0.411553406022314,-0.233528771507723,0.585772243234164,0.125906769177272,-0.0839638957536826,-0.280881483229688,0.12218354834852,-0.0663219790145579,-0.387897549015704,0.189623927890434,-0.140806162321073,-0.116008610728806,-0.295680471523718,-0.222177911690312,1.50777176937709,-0.122889124001213,0.101375274279077,0.796499818273725,0.373016716066921,-0.358941885926125,0.213230500752182,0.220522102216068,0.437681958390696,0.0980472623505001,0.384538882400587,0.482049691590627,-2.01613558497905,0.270120236160822,1.61568423585012,0.0543655445320668,0.14348807336901,0.0457696191135772,-0.104709350875824,-0.320350981808688,0.0651278473825569,0.222814025969017,-0.403460387605278,0.193748065712006,0.059370643707872,0.63607879482699,0.346506670545897,-0.0261841795955249,-0.0667960228993869,0.0938733895573391,0.326398175345938,0.260041347035715,-0.201290036996351,0.332399112936162,-0.764780339032568,-0.370559707629124,-0.267334096959549,-0.253559147741103,0.992246781113162,-0.169857734735445,0.820239236511882,0.186745292971012,-0.341586184842511,-0.163945048834718,-0.522143576585663,0.413492023643676,0.0360871951574511,-0.433489784459013,0.275933847255839,-0.0537015772076384,-0.0162111736059934
"A07W",-0.416460798757498,0.93237967110944,0.235973278730857,0.580834917753117,0.318608934977157,-0.375037953503559,-0.0429623352036625,0.349561620405013,0.841531041073585,0.133322253755026,0.730220324205313,-0.187765057910958,0.235732290981953,0.0428784719323272,-0.135382170718911,-0.370865933306438,-0.449728782289775,-0.540835245292963,-0.455876628349993,-0.139371448259018,0.698718293387122,-0.364083125333675,0.193963722153341,-0.262062186247017,-0.0135949006955246,-0.185649834314013,-0.333415474474546,-0.345585099366246,0.176460771453146,-0.212427094696209,-0.223132835376598,-0.578855803097168,0.0743373561369254,-0.628216023026668,-0.435489518346833,-0.0539459971081218,-0.168711720646827,-0.380266721281526,-0.254523733367653,0.0174747408323939,-1.34196225409301,0.92766690859702,1.14089434711012,-0.368429502202203,-0.205368336242666,0.113305256476709,1.98073092476741,-0.382398280723248,-0.224795626776678,-0.23935534442363,4.03591445166276,0.103797948434486,0.149721528907987,-0.644021360062496,-1.06455414861298,0.00140961901416081,0.32241218660194,0.458247074465827,1.08117699604679,0.443243075650289,0.223674474320387,0.0809682173124159,-0.230003682736873,-1.69901567117602,0.0818211922172953,1.66160138054504,-0.197676796983074,-0.00140961901416081,-0.317867880761649,-0.256672216894182,-0.216784185761115,-0.129926949258479,-0.464675602917873,0.934639369454379,0.213476120708746,0.351553001519846,-0.261649477823991,-0.347877326251118,-0.407576847883988,0.316696492433834,-0.297801516387746,-0.289355209477757,-0.237408341645796,0.691243731108821,0.0551853859881983,-0.196995390679386,0.138647477951052,0.0377278189388723,-0.0768348905293923,0.386092906965753,-0.0454542883173761,0.301339246942353,0.0352045892089803,-0.0353270865584095,0.531314239543033,0.445057309650997,-0.258442401724067,0.0571248913936373,-0.221294689085917,0.894109558963266,0.233717094806082,0.0349502762446723,0.181851226466844,-0.0291261388366728,0.476873853832801,0.891870198236317,-0.172948020929528,-0.579504844374157,0.2683164275473,-0.314142148758275,0.410453705266488,0.0562279140939423,0.588798971543422,-0.421847762972909,0.163615516419415,0.533634108479077,0.575024147972765,0.286800773574872,-0.130641091673389,0.0384532357931434,-0.0709747522740927,0.147145710789883,0.0740867032837703,0.594104905479501,2.21170531169173,-0.786418695073043,-0.116148712030049,-0.213533223062851,0.00160471611105217,0.0672652312643862,-0.0445215501062789,0.813235787855327,0.258001610932327,-0.0276501079785875,-0.0623167476688989,-0.118788595314925,-0.137938201784322,-0.319478358347489,0.116782533025912,0.112565272181913,-0.248635736529313,0.0657054085972217
"A07Z",-0.467871334276654,-0.653471823245472,-0.241125616936859,0.105114808063025,-0.054651750920509,0.328948296814075,0.154467147131341,2.22791602748016,2.48365568337211,0.477879510608631,0.284621425410106,-0.241812043268621,2.40581642912539,0.011656626862421,-0.215645820261735,0.136349309699436,0.267743801826979,0.219294967508301,0.322566004008051,-0.814269186565784,0.579323523917526,-0.323657525808777,0.209515979782209,1.59255891572212,0.0493669222184331,-0.223935804992459,-0.290973143909354,-0.152976335605284,-0.056663681065853,-0.0572685566327439,-0.276080667664759,-0.0652019093995641,-0.128812936248107,-0.298965485290383,-0.634728082896129,-0.122568805113808,-0.040488855703649,0.14237585308314,-0.221568206277559,1.14190642407904,1.00286758449273,0.419717732660531,-0.328543289106509,-0.148959632687319,0.237680845257858,-0.0965249852184935,0.826922273068543,-0.381965249888717,-0.560701693630274,-0.197882379934404,3.09008852308815,0.843143325115049,0.4022450007357,-0.474569781303343,-0.0465948843669642,1.14965675724477,1.49024899488735,0.281054988656641,1.35406810120051,0.126821227969293,-0.0865799602606809,-0.503461298666171,-0.26524293778859,-0.881479179765578,0.266216032457464,0.942911176001216,0.894115271706249,0.865884433662077,0.363437763438332,-0.312857080173597,0.154238968097509,0.0181379585998949,-0.392669284816159,0.975308056368272,0.372301094464989,0.58490920099863,-0.041216643830276,-0.255311278940205,-0.424199960427694,0.185244826891221,0.146395668191092,0.0210524560128164,-0.489280634828319,-0.535027668254241,-0.123911534700049,0.848752703702394,0.452323992707316,-0.178372177587814,-0.412545874380049,-0.508548945219429,-0.163818687407491,5.03089158703271,0.233881025246992,-0.170215788008234,0.348764731512708,0.321989319893439,0.131085097963181,0.349574918968951,-0.032714807967221,0.741154996563819,-0.131216763404946,0.318624480726356,-0.0283260403084131,1.19723836057516,-0.608304725981239,0.846534469747271,-0.025879323857854,-0.0907775560337486,-0.126040741763908,-0.359477664337777,-0.0635149099354639,-0.256538694497834,0.136994512750646,-0.296219796261642,0.446480858337973,0.217492601969861,0.323034561918336,0.670308050951646,-0.474662300949394,-0.045590480011278,0.556889364833361,-0.217495346267773,0.170911195062193,-0.011656626862421,1.01784799359438,-0.585182683458789,-0.142074561351696,-0.445120830327678,-0.222798439778894,0.728816587280496,-0.184337985536591,0.939880167395031,0.287500579862421,-0.871849248203252,-0.0746409505227662,-0.438989516372224,0.167078324453809,0.314641361838922,-0.199886655473334,-0.330425350227638,0.0612034737186006,0.430174651585807
"A081",-0.285055968547854,0.684731580762855,0.360966843266385,1.34728526414462,0.408948214386388,-0.102972122854488,0.314938884344992,1.21807643583169,1.46746370424726,0.179601299056648,0.873707518125963,-0.0883769805971246,0.0350455840710879,-0.140966895675702,0.126782040514071,0.557052601197713,0.277577143326045,0.580837147114288,0.195881535653208,-1.10722864497997,0.969825794456273,-0.353889511023294,-0.550434495051992,-0.23690245024929,-0.159989805154248,-0.0927333818039626,-0.374816479144782,-0.342407987670449,-0.041695442077431,-0.165187756924433,0.40074189149343,-0.0902982004811211,-0.092190063686611,0.599463876023951,-0.414241612235632,-0.104964539994161,-0.110876026134346,0.401521942904165,0.0913529911937059,0.939187703048384,-0.333021395348112,0.243693553396934,0.838512476680891,0.0836054667499881,-0.256944220249545,-0.33830994481897,1.03770229713351,-0.363745207645293,0.141734888024793,-0.332384035011087,1.85094820183373,-0.516829439411512,0.305517302397038,-0.618525344240917,-1.50113682688522,-0.506125362748816,-0.116628261565419,0.563713179922338,0.965779338614518,0.90664647081852,0.421159548828852,0.0616104436477465,-0.106162761962573,-0.901548632875179,2.47571183400386,0.088827377823083,-0.0271321606096536,-0.211746905076431,-0.50637112946149,-0.247175990621591,0.252019814010376,0.115789483617932,0.090141608698034,-0.762289293757651,-0.0485699091131837,0.221079878131157,-0.265191951479944,-0.321655482884417,-0.391986572382237,0.239127453101962,0.0779648234175212,-0.262842453838397,-0.178756503432689,-0.345307430209534,0.22368532682262,0.0172543639481653,0.0171222544870524,0.257388386965603,-0.214855550851712,-0.582683031182373,-0.213938112416826,-0.805388011172877,0.0916720589096727,-0.427488291034215,-0.271889269332697,-0.299321405453514,-0.297561468658011,0.133860339314638,-0.046407629045733,1.0357077991502,0.193395246073463,0.497912042606833,0.563586624587256,0.781446698763958,-0.0763850194545751,0.231848526323088,-0.329419609348587,-0.518716415752884,0.101817069587624,-0.331569352732355,0.247329345601543,-0.0782235137886371,0.102198065852423,-0.460984399115258,-0.0612293555414501,-0.235982646580512,0.498769152299755,1.71134369125367,0.0503366528570521,0.21528151853785,0.078123269422758,-0.246185904000466,0.032773906416308,0.102170324133067,0.772657475935208,-0.793631146984142,-0.192803179892807,-0.47792633205632,0.0319991130158928,0.803694138180711,-0.292431961524938,0.978794246988348,0.645290222324298,-0.14211971908857,-0.0921899991526093,0.0836555201046578,-0.252199733819389,-0.0637761050162131,0.307223996096093,0.718067306566464,-0.0171222544870524,-0.122677898256294
"A082",-0.451424509057402,0.807026055595411,0.212212898874368,1.68236897223497,0.110567287925205,1.18354998567295,-0.259071279035414,-1.00280265364021,-0.635409823210359,0.203723440663716,0.288944946665511,0.115759051695703,-0.460273142011435,0.302796618366006,0.0452633243722005,0.365227236177921,0.391149787218164,-0.350696572181124,-0.319687140740964,-0.353370259963419,1.30927524190567,-0.360858997110956,-0.250738303279784,0.825166717597324,-0.291515158113936,-0.176568414095175,-0.463125228160685,-0.730284488428729,0.0891200151047389,-0.00651305730959995,-0.0567417727234349,-0.377383335893009,-0.213403260059732,-0.903677283907112,0.476205810063556,-0.000654891055603013,-0.312844660295444,-0.281194696239237,-0.337857724372558,2.56045027539186,-0.371943897246324,0.42896127730945,2.6412552916092,-0.278755423714914,0.178513976298433,-0.198202940962864,0.932832269753958,-0.440325274086626,-0.277582710224069,-0.387738101656055,2.33092829367535,1.2711006175331,0.531635338641606,-0.521453077061096,-0.90993816913154,0.144572437285291,1.99200088794398,0.229251366394046,1.25630259265195,0.226371532213208,0.000654891055603013,-0.336708846764146,-0.0453163082739547,-0.671813297401491,2.27947526667941,1.68286523153096,0.193805214582494,0.438277914195423,-0.728897235715944,-0.240043310224195,0.602180316385194,0.31363182819851,-0.626950616321499,1.04112915713016,0.453725163548004,0.561911523458945,-0.22607915298461,-0.314763835943429,-0.510137215222679,0.167389129564572,0.165979836878669,0.0504054864319512,-0.467686835508329,0.11104634820619,-0.371324805544525,1.60676710816975,0.26543027684629,-0.0197245722273991,-0.0816674013375136,-0.32264376657649,-0.350874346108711,3.41928559466158,0.0246171640502779,-0.250117119007145,0.265465948002601,0.0852156060478184,-0.289155312897222,1.33959835242784,-0.229492647536175,2.65632717622262,0.444291318520221,1.14459087326798,0.770817695855603,0.165781504726026,-0.589989782847074,1.65287139050969,-0.331111409080209,0.349010611305419,-0.184414488819313,-0.316015386953902,-0.0864146392515686,-0.201584342546139,0.157497053031621,-0.270288697195238,0.667515404013628,-0.237015542017354,0.748103972876343,1.83812761254255,-0.27954874408988,-0.02759872013513,-0.94383303901832,0.185526364491112,0.252730436615355,0.02499973552172,1.17028792957969,-0.896021687177504,-0.214821079307755,-0.21054981630138,-0.205263653161879,0.521974199408918,0.424128505375146,1.42287857479841,0.837134436366006,0.095921748563994,-0.117611370689978,-0.138302157616902,-0.450408127604592,-0.785619895777346,-0.518983665623529,-0.215898544115388,-0.0485225486698944,0.711798324124162
"A083",-0.330117355421003,-0.610583837734883,0.0564755694630124,0.0700495279923656,-0.359854243561047,0.126211184133526,0.310535730521123,-0.0263246644403405,0.318220019416614,0.370629008220263,0.631876940211468,-0.275495759750047,0.630132389877287,-0.0151766892787575,-0.745929489079883,0.184313156587077,-0.18081867802609,2.01384288040315,1.36859321826031,-1.70788653567844,0.229242596929428,-0.310114223003535,-0.533827290967812,1.44323546428501,-0.188843757940149,-0.0600338062846781,-0.472326975673183,0.868976504710024,0.0168472307105705,-0.0671391587111244,-0.348697215761842,-0.668279823345383,-0.357310733220797,-1.13920691545094,0.235553969267263,-0.287016372633088,0.0431620513062905,0.0770421592278674,-0.191667523592107,2.14419310878059,-1.00846166405141,-1.71950266639279,-0.281401002452286,-0.445633904637367,0.765089966771239,-0.206543328460623,1.15545379389048,-0.35146627749685,0.213799490462117,-0.367684577104542,3.32800065296106,2.17600473137947,0.403256799286962,-0.1411415752166,-1.79136105901214,0.754798750153127,2.32312520509994,0.342799581486273,1.62555224604713,0.957512358098065,0.328002147767158,0.382649048639361,-0.215246382635448,-1.8939775337521,0.927293519603636,1.88996634714618,0.028129083321171,0.565411745420192,1.36690456970592,-0.276149402052039,0.18167060208963,0.0772807625744064,-0.817022818322318,1.05255166811299,-0.269120951469999,0.364547426629211,0.107515436566562,-0.336846894378986,-0.533273999734952,0.43995541200533,0.728881022764906,-0.325541769153992,-0.219939176381062,-0.43701846993962,-0.371433719572478,1.52131137887612,0.191786833583427,-0.175829085257273,-0.289508540106197,-0.909196521772458,-0.0444967406040016,3.0311158010192,0.480882516918389,-0.220509078830652,0.496509371261447,-0.0733997262319781,-0.323431181002109,-0.486165206883648,0.0151766892787575,1.00667502728502,-0.175709322641774,-0.236644247690083,-0.218225472112815,0.242196779747072,-0.279077765452967,0.715692674828112,0.300570815758207,-0.0573629994228051,0.0276052137453286,-0.191674332475052,0.0797551031904485,0.479166423382797,0.0495356204602972,-0.518374044868689,-0.244255689327328,-0.251380980815427,0.356757018908214,0.838525891225578,0.120515230903696,-0.121351964673464,0.830064250621432,-0.0177899904186714,0.208672213919316,0.320341728795231,1.81789748255907,-0.742115806936178,-0.280097479352616,-0.199795929961928,-0.311292017282813,0.675564933892078,-0.298195192659165,1.16153440859331,0.814429055721243,0.259640280359207,-0.113375925633069,-0.253606674049393,-0.179571397406909,0.722154794022003,-0.291477690476573,-0.147684942247272,-0.143596983756598,0.544776653071962
"A084",0.0288762000859299,-0.13048506186457,-0.0696107663309951,0.255510037212719,0.0345660225149551,-0.388925634210633,0.0736612156288152,-1.42137270748858,-0.872524409158447,0.0119319851420413,0.113136515384427,0.0555395696091774,-0.10251982305598,-0.106688714034055,-0.142033373262123,-0.499221627796004,0.618378442296588,0.599761967750755,0.201315829661705,0.67547864066316,-0.187114673143662,0.313089404597562,-0.163176529694026,-1.20489196867741,-0.35381811328939,0.0458433785773284,0.0868327769621797,-0.653181832851557,-0.2262052050209,0.219282599189355,0.03532307557655,0.13396655794315,-0.0384128943574951,-0.303743627866108,0.278374683894075,0.0877047022253069,0.0589353694440419,-0.5928938997326,0.290379653171725,-0.446209304661311,-0.488892218396336,0.359822181015956,0.529536369668708,-0.355165746186895,-0.0921188695159938,0.376244768445057,-0.729505581633716,0.121882014176939,0.337955574642229,0.24295400998267,0.762043948477605,-0.452986384586149,0.135568232621925,0.0860776886722694,1.11292185617843,-0.146814495975714,-0.225682840196162,-0.385475601977215,0.075292771551115,-0.473332133749393,-0.01395889361126,0.209866124171876,0.249839401880304,1.03898381203413,0.837046858201564,0.344773854792924,0.125862066651936,-0.128587287298172,-0.076898420889675,0.156669695730472,-0.239488826276038,0.214016465131381,-0.316236386364555,1.585847268031,0.44845564269298,0.467714361223506,0.141465343247174,0.159452012888664,0.11643169137087,0.181110677442683,-0.105936955640494,0.0880430971978403,-0.208599564595185,1.56928988312647,-0.00124829853970487,-1.18393548664512,-0.287841083714151,-0.26301824150654,0.0151631229660973,0.420813878699395,-0.00365504586467513,-0.82955651028259,-0.22084573022929,-0.36143759924834,0.431019493366092,0.492932289633488,0.197686898208488,0.215252134180583,-0.0906161691055291,0.0969463753792599,-1.13182157685623,-1.0024718024711,-0.82742602650745,-0.283156405628225,0.00124829853970487,-0.369180225144857,0.2423659736895,0.123055496407521,-0.27646856375123,0.141924155331957,-0.277360117196925,0.20313118619426,0.50426415206418,0.185657583034734,-0.343163192667424,-0.159294475632859,0.0401190349411014,-0.0275614741002799,0.155364453814236,-0.27074413838479,0.326884388890924,-0.018383968340645,0.247484919767445,-0.0275736389236552,-0.159734170276654,-0.328941266512945,0.229281201485628,0.177744454622997,-0.22144486120788,-1.25148485729716,-0.284277374694775,-0.388151753940815,-0.465360415034055,-0.492955582951098,-0.00491577144990529,-0.23708285431208,-0.170322816814645,0.017144672055968,0.2640846886298,-0.387234461814382,-0.111367960559805,-0.108578084797009
